"","distid","intid","lunch","enrol","ptr","found","expp","revpp","avgsal","drop","choice","psa","year","staff","avgben","cpi","rexpp"
"705",21025,21,24.2399997711182,1932,20.3999996185303,4934,5099,5644,40764,3.1800000667572,NA,0,1996,NA,NA,1.56900000572205,5215.994140625
"706",21025,21,21.5100002288818,1900,20,5188,5487,5832,42463,2.20000004768372,0,NA,1997,NA,NA,1.60500001907349,5487
"707",21025,21,22.6399993896484,1824,19.1000003814697,5436,5725,6126,43912,0.300000011920929,0,NA,1998,NA,NA,1.62999999523163,5637.193359375
"708",21060,21,38.0999984741211,535,NA,NA,3626,NA,23377,4.09999990463257,NA,NA,1992,106.900001525879,5448,1.40299999713898,4148.0615234375
"709",21060,21,38,541,NA,NA,4005,NA,25649,1.29999995231628,NA,NA,1993,106.699996948242,6151,1.44500005245209,4448.4599609375
"710",21060,21,35.5999984741211,533,NA,NA,4585,NA,28825,1.89999997615814,NA,NA,1994,104.5,9743,1.48199999332428,4965.53662109375
"711",21060,21,37.9300003051758,551,21.7999992370605,4816,5080,5718,38822,0,NA,0,1995,NA,NA,1.52400004863739,5350
"712",21060,21,37.1399993896484,549,19.7999992370605,5055,5475,6126,38185,1.12000000476837,NA,0,1996,NA,NA,1.56900000572205,5600.62158203125
"713",21060,21,39.3400001525879,549,19.2999992370605,5293,5787,6498,40224,2.29999995231628,0,NA,1997,NA,NA,1.60500001907349,5787
"714",21060,21,35.6100006103516,527,19.2000007629395,5462,6321,6958,43793,2.20000004768372,0,NA,1998,NA,NA,1.62999999523163,6224.05224609375
"715",21065,21,37.7000007629395,376,NA,NA,4109,NA,23677,4.09999990463257,NA,NA,1992,121,6190,1.40299999713898,4700.60205078125
"716",21065,21,42.9000015258789,385,NA,NA,4376,NA,25247,2.79999995231628,NA,NA,1993,118.199996948242,7028,1.44500005245209,4860.53955078125
"717",21065,21,45.7000007629395,380,NA,NA,4970,NA,25722,2.79999995231628,NA,NA,1994,126.300003051758,8978,1.48199999332428,5382.48974609375
"718",21065,21,50.4099998474121,367,17.3999996185303,5278,5970,6703,28128,2.94000005722046,NA,0,1995,NA,NA,1.52400004863739,6287.302734375
"719",21065,21,46.5099983215332,383,20.2999992370605,5431,6098,6755,33026,3.80999994277954,NA,0,1996,NA,NA,1.56900000572205,6237.916015625
"720",21065,21,46.0400009155273,385,20.2000007629395,5586,6338,6858,35448,0.899999976158142,0,NA,1997,NA,NA,1.60500001907349,6338
"721",21065,21,50,355,18.8999996185303,5740,6966,7313,36663,2.40000009536743,1,NA,1998,NA,NA,1.62999999523163,6859.15966796875
"722",21090,21,41.7999992370605,655,NA,NA,3652,NA,28506,0.5,NA,NA,1992,92.4000015258789,6924,1.40299999713898,4177.8046875
"723",21090,21,41.2999992370605,656,NA,NA,3903,NA,29713,0,NA,NA,1993,92.3000030517578,7825,1.44500005245209,4335.166015625
"724",21090,21,43.7999992370605,647,NA,NA,4143,NA,31835,0,NA,NA,1994,89.0999984741211,11038,1.48199999332428,4486.85205078125
"725",21090,21,40.4500007629395,601,13.8999996185303,4494,5290,6266,32111,0,NA,0,1995,NA,NA,1.52400004863739,5571.1611328125
"726",21090,21,42.5099983215332,581,19.6000003814697,4768,5380,5616,46198,1.08000004291534,NA,0,1996,NA,NA,1.56900000572205,5503.44189453125
"727",21090,21,35.2900009155273,560,19.1000003814697,5044,5711,5967,49291,0,11,156,1997,NA,NA,1.60500001907349,5711
"728",21090,21,40.5699996948242,578,19.5,5315,5663,6033,51297,0.5,11,144,1998,NA,NA,1.62999999523163,5576.14404296875
"729",21135,21,50.5,444,NA,NA,3533,NA,24654,0.699999988079071,NA,NA,1992,105.599998474121,4856,1.40299999713898,4041.67138671875
"730",21135,21,45.0999984741211,412,NA,NA,4042,NA,27486,2.90000009536743,NA,NA,1993,112.599998474121,4734,1.44500005245209,4489.55712890625
"731",21135,21,46.2999992370605,428,NA,NA,4243,NA,25262,1.39999997615814,NA,NA,1994,119.5,7225,1.48199999332428,4595.15185546875
"732",21135,21,49.5299987792969,425,22.1000003814697,4364,5063,5439,39576,0,NA,0,1995,NA,NA,1.52400004863739,5332.09619140625
"733",21135,21,48.4000015258789,404,19.2999992370605,4652,5542,5753,36381,0.680000007152557,NA,0,1996,NA,NA,1.56900000572205,5669.15869140625
"734",21135,21,44.2200012207031,387,18.5,4943,6075,6300,36631,2.09999990463257,8,NA,1997,NA,NA,1.60500001907349,6075
"735",21135,21,44.689998626709,357,22.2000007629395,5230,5678,6656,43091,0.699999988079071,8,NA,1998,NA,NA,1.62999999523163,5590.9140625
"736",22010,22,15.1000003814697,1648,NA,NA,3294,NA,25125,0.899999976158142,NA,NA,1992,95.9000015258789,4870,1.40299999713898,3768.26098632812
"737",22010,22,18,1655,NA,NA,3632,NA,25513,2.90000009536743,NA,NA,1993,105.699996948242,4955,1.44500005245209,4034.15893554688
"738",22010,22,18.2999992370605,1586,NA,NA,3958,NA,27966,2.70000004768372,NA,NA,1994,100.199996948242,7510,1.48199999332428,4286.498046875
"739",22010,22,41.310001373291,1337,17.7000007629395,4535,4874,5282,30432,1.00999999046326,NA,0,1995,NA,NA,1.52400004863739,5133.05078125
"740",22010,22,40.310001373291,1401,21,4805,4873,5466,35097,3.28999996185303,NA,0,1996,NA,NA,1.56900000572205,4984.80859375
"741",22010,22,41.1100006103516,1482,20.3999996185303,5076,5013,5554,34587,0.899999976158142,25,NA,1997,NA,NA,1.60500001907349,5013
"742",22010,22,21.7700004577637,1529,21,5342,4846,6089,35653,2.40000009536743,68,NA,1998,NA,NA,1.62999999523163,4771.6748046875
"743",22030,22,16.6000003814697,2212,NA,NA,3570,NA,32035,0.300000011920929,NA,NA,1992,76.5,6616,1.40299999713898,4083.99853515625
"744",22030,22,17.5,2195,NA,NA,3659,NA,32798,1.10000002384186,NA,NA,1993,80.0999984741211,7244,1.44500005245209,4064.14868164062
"745",22030,22,19.6000003814697,2215,NA,NA,4022,NA,33874,0,NA,NA,1994,81.6999969482422,10013,1.48199999332428,4355.8095703125
"746",22030,22,19.1599998474121,2285,25.7000007629395,4592,4451,4943,43073,2.46000003814697,NA,0,1995,NA,NA,1.52400004863739,4687.56884765625
"747",22030,22,20.0499992370605,2270,22.8999996185303,4856,4882,5497,43373,2.63000011444092,NA,0,1996,NA,NA,1.56900000572205,4994.01513671875
"748",22030,22,20,2264,21.3999996185303,5120,5279,5700,42525,3.29999995231628,16,NA,1997,NA,NA,1.60500001907349,5279
"749",22030,22,22.0599994659424,2234,22,5379,5432,5966,46364,2.20000004768372,58,NA,1998,NA,NA,1.62999999523163,5348.68701171875
"750",22045,22,28,585,NA,NA,3647,NA,21484,0.600000023841858,NA,NA,1992,110.900001525879,5211,1.40299999713898,4172.0849609375
"751",22045,22,34.5999984741211,575,NA,NA,3751,NA,22242,2.20000004768372,NA,NA,1993,113.900001525879,6284,1.44500005245209,4166.33544921875
"752",22045,22,33.2000007629395,555,NA,NA,4262,NA,41469,5.09999990463257,NA,NA,1994,66.3000030517578,13780,1.48199999332428,4615.72900390625
"753",22045,22,30.9599990844727,530,18.3999996185303,4743,5091,5568,33560,1.5900000333786,NA,0,1995,NA,NA,1.52400004863739,5361.58447265625
"754",22045,22,35.0499992370605,517,18.3999996185303,4990,5493,5938,34667,0,NA,0,1996,NA,NA,1.56900000572205,5619.0341796875
"755",22045,22,36.6100006103516,510,18.6000003814697,5237,6230,6611,38630,1.60000002384186,2,NA,1997,NA,NA,1.60500001907349,6230
"756",22045,22,37.4199981689453,481,16.1000003814697,5462,6638,6637,37452,1.60000002384186,3,NA,1998,NA,NA,1.62999999523163,6536.1904296875
"757",23000,23,10.8999996185303,2136,NA,NA,3323,NA,26846,2.29999995231628,NA,NA,1992,89.1999969482422,4318,1.40299999713898,3801.43627929688
"758",23000,23,13.5,408,NA,NA,2236,NA,26555,NA,NA,NA,1993,58.4000015258789,4715,1.44500005245209,2483.58471679688
"759",23000,23,13.8999996185303,371,NA,NA,1970,NA,25937,0,NA,NA,1994,86.5999984741211,7050,1.48199999332428,2133.501953125
"760",23000,23,16.2900009155273,468,23.1000003814697,0,3588,0,43751,0,NA,0,1995,NA,NA,1.52400004863739,3778.70068359375
"761",23000,23,15.0500001907349,2031,21.2999992370605,5216,5499,5891,42453,11.039999961853,NA,0,1996,NA,NA,1.56900000572205,5625.171875
"762",23000,23,16.7399997711182,1813,21.6000003814697,5387,5754,6074,43772,5.59999990463257,7,170,1997,NA,NA,1.60500001907349,5754
"763",23000,23,17.8999996185303,1820,21.7000007629395,5565,5797,6387,45704,3.5,18,173,1998,NA,NA,1.62999999523163,5708.0888671875
"764",23010,13,22.7000007629395,1127,NA,NA,3840,NA,27056,10.3999996185303,NA,NA,1992,99.1999969482422,5704,1.40299999713898,4392.87255859375
"765",23010,13,23.7999992370605,1102,NA,NA,4140,NA,25537,7.30000019073486,NA,NA,1993,113.400001525879,5513,1.44500005245209,4598.408203125
"766",23010,13,24.5,1090,NA,NA,4595,NA,28766,5.09999990463257,NA,NA,1994,107.900001525879,8878,1.48199999332428,4976.3662109375
"767",23010,13,23.4500007629395,1047,20.5,4676,5454,5698,39065,13.6899995803833,NA,0,1995,NA,NA,1.52400004863739,5743.8779296875
"768",23010,13,22.5400009155273,1006,20.7999992370605,4931,5641,6019,41009,4.80000019073486,NA,0,1996,NA,NA,1.56900000572205,5770.43017578125
"769",23010,13,18.7700004577637,1004,20.7999992370605,5186,5898,6205,42993,6.69999980926514,0,NA,1997,NA,NA,1.60500001907349,5898
"770",23010,13,21.2900009155273,1031,20.1000003814697,5434,5888,6403,44232,9.39999961853027,2,NA,1998,NA,NA,1.62999999523163,5797.693359375
"771",23030,23,18.7000007629395,3579,NA,NA,3726,NA,30337,1.39999997615814,NA,NA,1992,92.9000015258789,5216,1.40299999713898,4262.458984375
"772",23030,23,18.5,3545,NA,NA,4119,NA,34027,-5.80000019073486,NA,NA,1993,92.0999984741211,6072,1.44500005245209,4575.0830078125
"773",23030,23,18.2999992370605,3541,NA,NA,4513,NA,32000,8,NA,NA,1994,101.599998474121,8678,1.48199999332428,4887.560546875
"774",23030,23,18.25,3484,23.7999992370605,5021,5071,5593,44624,3.73000001907349,NA,0,1995,NA,NA,1.52400004863739,5340.521484375
"775",23030,23,17.7700004577637,3442,22.7999992370605,5174,5452,5917,44250,-1.62999999523163,NA,0,1996,NA,NA,1.56900000572205,5577.09375
"776",23030,23,16.1200008392334,3456,23.2000007629395,5329,5629,6023,45687,7.59999990463257,7,NA,1997,NA,NA,1.60500001907349,5629
"777",23030,23,18,3444,22.7000007629395,5483,5639,6289,44971,3.5,10,NA,1998,NA,NA,1.62999999523163,5552.51220703125
"778",23050,23,13.6999998092651,3077,NA,NA,3974,NA,31033,-0.300000011920929,NA,NA,1992,94.5,6049,1.40299999713898,4546.16552734375
"779",23050,23,15,3087,NA,NA,4139,NA,32200,6.69999980926514,NA,NA,1993,94.5999984741211,6785,1.44500005245209,4597.29736328125
"780",23050,23,15.8000001907349,3122,NA,NA,4495,NA,32190,5.80000019073486,NA,NA,1994,95.5999984741211,9988,1.48199999332428,4868.06689453125
"781",23050,23,16.2999992370605,3141,21.5,4924,5058,5483,43227,-1.44000005722046,NA,0,1995,NA,NA,1.52400004863739,5326.83056640625
"782",23050,23,15.1899995803833,3166,21,5152,5314,5726,42988,3.50999999046326,NA,0,1996,NA,NA,1.56900000572205,5435.92724609375
"783",23050,23,16.8500003814697,3159,20.6000003814697,5308,5571,5986,42493,6.69999980926514,3,170,1997,NA,NA,1.60500001907349,5571
"784",23050,23,17.6900005340576,3224,20.6000003814697,5462,5858,6235,46182,5.40000009536743,7,173,1998,NA,NA,1.62999999523163,5768.1533203125
"785",23060,23,9.10000038146973,5506,NA,NA,4255,NA,30495,3.70000004768372,NA,NA,1992,100.099998474121,5574,1.40299999713898,4867.623046875
"786",23060,23,8.80000019073486,5125,NA,NA,4759,NA,34250,4.40000009536743,NA,NA,1993,103,6879,1.44500005245209,5285.94775390625
"787",23060,23,9.80000019073486,5098,NA,NA,4934,NA,54945,4.30000019073486,NA,NA,1994,80,0,1.48199999332428,5343.501953125
"788",23060,23,10.1999998092651,5051,22.7999992370605,5314,5622,5902,46223,2.59999990463257,NA,0,1995,NA,NA,1.52400004863739,5920.80712890625
"789",23060,23,9.92000007629395,5121,22.6000003814697,5467,5789,6103,46467,26.2600002288818,NA,0,1996,NA,NA,1.56900000572205,5921.826171875
"790",23060,23,12.539999961853,5194,22.7999992370605,5622,6080,6228,47706,2.90000009536743,0,NA,1997,NA,NA,1.60500001907349,6080
"791",23060,23,13.0799999237061,5217,22.1000003814697,5776,5919,6576,46679,2.70000004768372,0,NA,1998,NA,NA,1.62999999523163,5828.2177734375
"792",23065,23,22.6000003814697,1716,NA,NA,3519,NA,25194,3.90000009536743,NA,NA,1992,102,5424,1.40299999713898,4025.65576171875
"793",23065,23,22,1712,NA,NA,3782,NA,30477,2.70000004768372,NA,NA,1993,91.5,6437,1.44500005245209,4200.76806640625
"794",23065,23,25.7999992370605,1727,NA,NA,4019,NA,29464,3.29999995231628,NA,NA,1994,95.5,8636,1.48199999332428,4352.560546875
"795",23065,23,23.1499996185303,1644,20.8999996185303,4200,4795,4977,37415,6.26000022888184,NA,0,1995,NA,NA,1.52400004863739,5049.85205078125
"796",23065,23,24.0900001525879,1630,22.2000007629395,4506,5036,5220,37875,4.46000003814697,NA,0,1996,NA,NA,1.56900000572205,5151.548828125
"797",23065,23,25.3199996948242,1652,21.3999996185303,4816,5277,5353,40066,8.89999961853027,3,NA,1997,NA,NA,1.60500001907349,5277
"798",23065,23,26.7999992370605,1626,21.7999992370605,5170,5458,5875,43072,3.59999990463257,0,NA,1998,NA,NA,1.62999999523163,5374.28857421875
"799",23080,13,17.3999996185303,1225,NA,NA,3751,NA,23285,7.09999990463257,NA,NA,1992,114.699996948242,4655,1.40299999713898,4291.05859375
"800",23080,13,19,1242,NA,NA,3984,NA,25676,3.90000009536743,NA,NA,1993,109.5,5256,1.44500005245209,4425.134765625
"801",23080,13,21.5,1269,NA,NA,4347,NA,34933,6.40000009536743,NA,NA,1994,82.8000030517578,10213,1.48199999332428,4707.783203125
"802",23080,13,23.0300006866455,1295,20.8999996185303,4705,5128,5460,38045,3.83999991416931,NA,0,1995,NA,NA,1.52400004863739,5400.55078125
"803",23080,13,22.1900005340576,1308,20.6000003814697,4956,5259,5887,38403,4.01000022888184,NA,0,1996,NA,NA,1.56900000572205,5379.66552734375
"804",23080,13,23.1399993896484,1334,21,5207,5349,6112,42089,5.40000009536743,6,NA,1997,NA,NA,1.60500001907349,5349
"805",23080,13,22.0499992370605,1321,19.7999992370605,5452,5651,6341,43361,5.19999980926514,8,NA,1998,NA,NA,1.62999999523163,5564.328125
"806",23090,23,12,1042,NA,NA,3676,NA,28221,2.79999995231628,NA,NA,1992,92.1999969482422,6017,1.40299999713898,4205.26025390625
"807",23090,23,12.6000003814697,1039,NA,NA,4133,NA,31708,1.39999997615814,NA,NA,1993,96.1999969482422,7211,1.44500005245209,4590.6328125
"808",23090,23,13.1999998092651,987,NA,NA,4541,NA,23399,1.39999997615814,NA,NA,1994,134.699996948242,7388,1.48199999332428,4917.884765625
"809",23090,23,16.9699993133545,774,19.6000003814697,5215,5570,6629,41709,5.94000005722046,NA,0,1995,NA,NA,1.52400004863739,5866.04296875
"810",23090,23,15.6300001144409,831,13.1000003814697,5368,5532,6242,27726,0.509999990463257,NA,0,1996,NA,NA,1.56900000572205,5658.92919921875
"811",23090,23,19.5499992370605,851,15.8000001907349,5523,6071,7220,33995,3.70000004768372,19,NA,1997,NA,NA,1.60500001907349,6071
"812",23090,23,18.5100002288818,847,22.2999992370605,5677,6296,7261,51634,1.39999997615814,43,NA,1998,NA,NA,1.62999999523163,6199.435546875
"813",24020,15,17.2000007629395,973,NA,NA,4881,NA,33203,5.40000009536743,NA,NA,1992,105,6727,1.40299999713898,5583.75244140625
"814",24020,15,18.5,1026,NA,NA,5394,NA,34362,4.09999990463257,NA,NA,1993,112.900001525879,7202,1.44500005245209,5991.25927734375
"815",24020,15,19.1000003814697,1013,NA,NA,6116,NA,34512,2.5,NA,NA,1994,120.599998474121,10252,1.48199999332428,6623.60302734375
"816",24020,15,18.0400009155273,1029,17.3999996185303,6977,6188,7068,42098,0,NA,0,1995,NA,NA,1.52400004863739,6516.8896484375
"817",24020,15,16.7000007629395,1021,18.2999992370605,7130,7305,7893,45565,0,NA,0,1996,NA,NA,1.56900000572205,7472.60986328125
"818",24020,15,15.8699998855591,1053,19.2000007629395,7285,6552,9307,47510,0.699999988079071,0,NA,1997,NA,NA,1.60500001907349,6552
"819",24020,15,14.3199996948242,1042,17.7999992370605,7439,6971,8858,46958,0,0,NA,1998,NA,NA,1.62999999523163,6864.0830078125
"820",24030,15,39.2000007629395,523,NA,NA,3577,NA,28257,6.59999990463257,NA,NA,1992,94.0999984741211,6402,1.40299999713898,4092.00634765625
"821",24030,15,41.4000015258789,514,NA,NA,4092,NA,30307,5,NA,NA,1993,96.5,7670,1.44500005245209,4545.09326171875
"822",24030,15,40.5,512,NA,NA,4478,NA,30568,8.5,NA,NA,1994,100.800003051758,10111,1.48199999332428,4849.65576171875
"823",24030,15,48.6500015258789,510,19.2999992370605,4797,5043,8124,39332,9.42000007629395,NA,0,1995,NA,NA,1.52400004863739,5311.033203125
"824",24030,15,47.75,504,18.7000007629395,5038,5654,6346,39079,80.4199981689453,NA,0,1996,NA,NA,1.56900000572205,5783.728515625
"825",24030,15,51.1100006103516,489,17.2000007629395,5279,6213,6734,38203,0.699999988079071,0,NA,1997,NA,NA,1.60500001907349,6213
"826",24030,15,56.0400009155273,480,17.3999996185303,5462,6452,6653,41456,2.09999990463257,0,NA,1998,NA,NA,1.62999999523163,6353.04296875
"827",24040,15,35.2999992370605,718,NA,NA,3787,NA,25303,0,NA,NA,1992,101,4773,1.40299999713898,4332.24169921875
"828",24040,15,31.1000003814697,739,NA,NA,3921,NA,27678,4.69999980926514,NA,NA,1993,95.0999984741211,5549,1.44500005245209,4355.1591796875
"829",24040,15,39.7000007629395,715,NA,NA,4365,NA,27672,0,NA,NA,1994,105,7016,1.48199999332428,4727.27734375
"830",24040,15,40.9300003051758,728,21,5277,5392,5730,39640,7.1399998664856,NA,0,1995,NA,NA,1.52400004863739,5678.58251953125
"831",24040,15,38.7799987792969,733,18.7000007629395,5430,5857,6286,36778,6.96999979019165,NA,0,1996,NA,NA,1.56900000572205,5991.38623046875
"832",24040,15,38.8699989318848,751,20.2000007629395,5585,6129,6361,40941,3.70000004768372,0,NA,1997,NA,NA,1.60500001907349,6129
"833",24040,15,42.5900001525879,743,19,5739,6205,6735,40491,0,0,NA,1998,NA,NA,1.62999999523163,6109.83154296875
"834",24070,15,18.1000003814697,2455,NA,NA,4177,NA,33367,4.19999980926514,NA,NA,1992,87.6999969482422,7090,1.40299999713898,4778.392578125
"835",24070,15,20,2580,NA,NA,4347,NA,31204,7.19999980926514,NA,NA,1993,96.6999969482422,6724,1.44500005245209,4828.32861328125
"836",24070,15,20.2999992370605,2696,NA,NA,4603,NA,30271,6.5,NA,NA,1994,100,8882,1.48199999332428,4985.0302734375
"837",24070,15,23.8700008392334,2790,20.7999992370605,5057,5089,5661,40148,0,NA,0,1995,NA,NA,1.52400004863739,5359.47802734375
"838",24070,15,22.6399993896484,2825,22.7000007629395,5210,5547,6119,46718,5.26000022888184,NA,0,1996,NA,NA,1.56900000572205,5674.2734375
"839",24070,15,26.2800006866455,2864,20.2000007629395,5365,5762,6172,43395,3.40000009536743,0,268,1997,NA,NA,1.60500001907349,5762
"840",24070,15,24.9599990844727,2933,24.6000003814697,5519,5822,6281,52683,1.10000002384186,0,286,1998,NA,NA,1.62999999523163,5732.70556640625
"841",25010,25,49.9000015258789,29366,NA,NA,5085,NA,37496,12.1000003814697,NA,NA,1992,93.0999984741211,10069,1.40299999713898,5817.1240234375
"842",25010,25,51.5,28114,NA,NA,5209,NA,37356,11.6000003814697,NA,NA,1993,96.5999984741211,8875,1.44500005245209,5785.77490234375
"843",25010,25,52.7999992370605,27443,NA,NA,5773,NA,42278,12.3999996185303,NA,NA,1994,91.5999984741211,12796,1.48199999332428,6252.1357421875
"844",25010,25,62.7599983215332,25966,27.1000003814697,5752,6927,7684,48042,13.3500003814697,NA,0,1995,NA,NA,1.52400004863739,7295.1669921875
"845",25010,25,65.75,25995,26.6000003814697,5905,7436,8321,44311,8.27000045776367,NA,0,1996,NA,NA,1.56900000572205,7606.61572265625
"846",25010,25,63.5800018310547,25460,25.7999992370605,6060,7297,8236,46354,12.1000003814697,0,NA,1997,NA,NA,1.60500001907349,7297
"847",25010,25,63.1199989318848,25107,24.6000003814697,6214,7609,8864,46674,8.69999980926514,0,NA,1998,NA,NA,1.62999999523163,7492.29736328125
"848",25030,25,7.5,5443,NA,NA,4212,NA,33057,0.899999976158142,NA,NA,1992,97.3000030517578,6531,1.40299999713898,4818.43212890625
"849",25030,25,8.10000038146973,5491,NA,NA,4526,NA,34499,7.19999980926514,NA,NA,1993,98.4000015258789,7398,1.44500005245209,5027.1484375
"850",25030,25,8.60000038146973,5587,NA,NA,4571,NA,35200,5.59999990463257,NA,NA,1994,95.5999984741211,8811,1.48199999332428,4950.37451171875
"851",25030,25,8.51000022888184,5602,22.7000007629395,5679,5514,6456,45600,3.46000003814697,NA,0,1995,NA,NA,1.52400004863739,5807.06689453125
"852",25030,25,7.90000009536743,5734,22.3999996185303,5832,5730,6547,46850,1.32000005245209,NA,0,1996,NA,NA,1.56900000572205,5861.47216796875
"853",25030,25,8.28999996185303,5722,21.8999996185303,5987,6140,7179,48033,1.20000004768372,0,133,1997,NA,NA,1.60500001907349,6140
"854",25030,25,8.67000007629395,5782,22.7999992370605,6141,6184,7177,51367,1,0,272,1998,NA,NA,1.62999999523163,6089.1533203125
"855",25040,25,21.1000003814697,3676,NA,NA,3755,NA,32399,4.19999980926514,NA,NA,1992,83.9000015258789,5904,1.40299999713898,4295.63427734375
"856",25040,25,26.7000007629395,3505,NA,NA,4087,NA,34990,9.10000038146973,NA,NA,1993,86,6958,1.44500005245209,4539.53955078125
"857",25040,25,28.7999992370605,3441,NA,NA,4502,NA,32712,8.69999980926514,NA,NA,1994,98.1999969482422,8769,1.48199999332428,4875.64794921875
"858",25040,25,28.0900001525879,3159,26.1000003814697,4920,5174,5784,50398,12.0900001525879,NA,0,1995,NA,NA,1.52400004863739,5448.99609375
"859",25040,25,32.1599998474121,3153,23.2000007629395,5148,5456,5967,44748,1.73000001907349,NA,0,1996,NA,NA,1.56900000572205,5581.185546875
"860",25040,25,33.1800003051758,3217,25.5,5308,5765,6171,51361,7.59999990463257,0,NA,1997,NA,NA,1.60500001907349,5765
"861",25040,25,33.0699996948242,3172,23.8999996185303,5462,5988,6490,48529,3.70000004768372,0,NA,1998,NA,NA,1.62999999523163,5896.15966796875
"862",25050,25,3.20000004768372,1571,NA,NA,3728,NA,33213,0.899999976158142,NA,NA,1992,81.5,5818,1.40299999713898,4264.7470703125
"863",25050,25,3.40000009536743,1572,NA,NA,3847,NA,29781,0.200000002980232,NA,NA,1993,96.0999984741211,5545,1.44500005245209,4272.96533203125
"864",25050,25,3.70000004768372,1621,NA,NA,4152,NA,33592,0,NA,NA,1994,87.8000030517578,8758,1.48199999332428,4496.59912109375
"865",25050,25,3.5699999332428,1584,25.7000007629395,4690,5070,5790,47263,2.24000000953674,NA,0,1995,NA,NA,1.52400004863739,5339.46826171875
"866",25050,25,4.09999990463257,1613,25.2999992370605,4943,5260,5647,49952,0.629999995231628,NA,0,1996,NA,NA,1.56900000572205,5380.6884765625
"867",25050,25,3.4300000667572,1690,25,5196,5490,5871,49259,0.800000011920929,0,NA,1997,NA,NA,1.60500001907349,5490
"868",25050,25,3.82999992370605,1736,23.5,5442,5746,6548,48712,1,0,NA,1998,NA,NA,1.62999999523163,5657.87109375
"869",25060,25,35.7000007629395,2358,NA,NA,3445,NA,29416,4.30000019073486,NA,NA,1992,78.5,5583,1.40299999713898,3941.00146484375
"870",25060,25,43.5999984741211,2139,NA,NA,4220,NA,31620,0,NA,NA,1993,90.5999984741211,9057,1.44500005245209,4687.26611328125
"871",25060,25,46.2999992370605,2027,NA,NA,4694,NA,43729,15.8999996185303,NA,NA,1994,71.6999969482422,12684,1.48199999332428,5083.5830078125
"872",25060,25,45.9300003051758,1557,20.3999996185303,4957,6053,6163,45259,10.3400001525879,NA,0,1995,NA,NA,1.52400004863739,6374.71435546875
"873",25060,25,43.2599983215332,1585,19.2999992370605,5153,5967,6488,44985,8.22000026702881,NA,0,1996,NA,NA,1.56900000572205,6103.91015625
"874",25060,25,42.8499984741211,1697,19.6000003814697,5308,6267,6792,44403,10.1000003814697,0,NA,1997,NA,NA,1.60500001907349,6267
"875",25060,25,43.0900001525879,1661,20,5462,6343,7811,43063,3.70000004768372,0,NA,1998,NA,NA,1.62999999523163,6245.71484375
"876",25070,25,24.1000003814697,891,NA,NA,3762,NA,32420,2.09999990463257,NA,NA,1992,89.0999984741211,6342,1.40299999713898,4303.64208984375
"877",25070,25,27.2000007629395,850,NA,NA,4258,NA,33707,0,NA,NA,1993,95.5999984741211,6799,1.44500005245209,4729.4736328125
"878",25070,25,28.6000003814697,877,NA,NA,4589,NA,37529,2.90000009536743,NA,NA,1994,86.8000030517578,10819,1.48199999332428,4969.86865234375
"879",25070,25,33.4900016784668,912,22.1000003814697,4908,5338,5706,47595,4.55999994277954,NA,0,1995,NA,NA,1.52400004863739,5621.71240234375
"880",25070,25,35.9000015258789,959,22.8999996185303,5138,5404,5978,49391,5.80999994277954,NA,0,1996,NA,NA,1.56900000572205,5527.9921875
"881",25070,25,37.4700012207031,948,21.7000007629395,5308,5763,6155,50339,2,0,NA,1997,NA,NA,1.60500001907349,5763
"882",25070,25,38.810001373291,970,21.7000007629395,5462,5731,6388,49797,3.20000004768372,0,NA,1998,NA,NA,1.62999999523163,5643.10107421875
"883",25080,25,25.7999992370605,5244,NA,NA,5091,NA,40587,9.30000019073486,NA,NA,1992,93,8489,1.40299999713898,5823.98779296875
"884",25080,25,27,5174,NA,NA,5137,NA,37960,8,NA,NA,1993,100.900001525879,7886,1.44500005245209,5705.802734375
"885",25080,25,31.2999992370605,5254,NA,NA,5644,NA,40615,9.5,NA,NA,1994,97.4000015258789,11195,1.48199999332428,6112.42919921875
"886",25080,25,30.9699993133545,5156,22.7999992370605,6181,6736,7609,51842,6.48999977111816,NA,0,1995,NA,NA,1.52400004863739,7094.015625
"887",25080,25,29.3299999237061,5198,22.7999992370605,6334,7025,7697,52375,7.53000020980835,NA,0,1996,NA,NA,1.56900000572205,7186.185546875
"888",25080,25,27.6900005340576,5270,23.5,6489,7220,7857,53989,7.59999990463257,0,39,1997,NA,NA,1.60500001907349,7220
"889",25080,25,30.5100002288818,5372,23.1000003814697,6643,7222,8445,52004,4.09999990463257,0,63,1998,NA,NA,1.62999999523163,7111.23291015625
"890",25100,25,10.8999996185303,2915,NA,NA,4402,NA,36651,8.89999961853027,NA,NA,1992,85.0999984741211,7758,1.40299999713898,5035.78759765625
"891",25100,25,12,2963,NA,NA,4527,NA,34445,7.09999990463257,NA,NA,1993,92,6981,1.44500005245209,5028.25927734375
"892",25100,25,12.8999996185303,3060,NA,NA,4757,NA,37321,0.5,NA,NA,1994,85.8000030517578,9987,1.48199999332428,5151.8115234375
"893",25100,25,13.6899995803833,3011,23.7000007629395,5031,5774,6188,45931,1.62000000476837,NA,0,1995,NA,NA,1.52400004863739,6080.8857421875
"894",25100,25,14.6000003814697,3117,23.8999996185303,5184,6007,6341,47795,1.08000004291534,NA,0,1996,NA,NA,1.56900000572205,6144.828125
