"","distid","intid","year","drop","grad","math4","math7"
"1007",27010,27,1997,0.5,97.5,44,61
"1008",27010,27,1998,1.5,93.6999969482422,69,72
"1009",27020,27,1992,2.59999990463257,89.6999969482422,43.5,40.7999992370605
"1010",27020,27,1993,0.5,98.0999984741211,40,48.7000007629395
"1011",27020,27,1994,0.400000005960464,98.1999969482422,44.2000007629395,50
"1012",27020,27,1995,0,99.1999969482422,68.5,55.4000015258789
"1013",27020,27,1996,2.05999994277954,92.8000030517578,60.4000015258789,53.7000007629395
"1014",27020,27,1997,6.40000009536743,76.9000015258789,72,46
"1015",27020,27,1998,2.29999995231628,90.6999969482422,82,65
"1016",27060,27,1992,0,100,54.5,22.2000007629395
"1017",27060,27,1993,-7.69999980926514,141.399993896484,33.2999992370605,25
"1018",27060,27,1994,10,61.7000007629395,10,45.5
"1019",27060,27,1995,6.25,77.8000030517578,90,40
"1020",27060,27,1996,2.63000011444092,92.3000030517578,50,33.2999992370605
"1021",27060,27,1997,4.59999990463257,81.1999969482422,83,8
"1022",27060,27,1998,2.70000004768372,85.6999969482422,100,70
"1023",27070,27,1992,0.600000023841858,97,30,22.6000003814697
"1024",27070,27,1993,1.70000004768372,95.0999984741211,69.6999969482422,48.9000015258789
"1025",27070,27,1994,2.59999990463257,89.3000030517578,63.4000015258789,62.5
"1026",27070,27,1995,1.24000000953674,98.1999969482422,85.1999969482422,65.1999969482422
"1027",27070,27,1996,1.83000004291534,92.5999984741211,37.5,63.5999984741211
"1028",27070,27,1997,0,100,52,63
"1029",27070,27,1998,5.30000019073486,78.3000030517578,95,67
"1030",27080,27,1992,1.79999995231628,92.3000030517578,37.5,54.5
"1031",27080,27,1993,0,100,22.2000007629395,38.5
"1032",27080,27,1994,6.69999980926514,74.8000030517578,50,40
"1033",27080,27,1995,0,100,42.9000015258789,63.5999984741211
"1034",27080,27,1996,16.9799995422363,53.9000015258789,50,57.0999984741211
"1035",27080,27,1997,1.89999997615814,88.8000030517578,25,50
"1036",27080,27,1998,0,100,57,30
"1037",28000,28,1992,3.09999990463257,88.5,37.2999992370605,34.5999984741211
"1038",28000,28,1993,NA,NA,41.7999992370605,38.2999992370605
"1039",28000,28,1994,2.70000004768372,89.4000015258789,48.0999984741211,41.4000015258789
"1040",28000,28,1995,0,NA,66.4000015258789,54.9000015258789
"1041",28000,28,1996,2.34999990463257,90.8000030517578,64.5,61.5999984741211
"1042",28000,28,1997,4.40000009536743,82.6999969482422,62,59
"1043",28000,28,1998,4.40000009536743,83.3000030517578,78,72
"1044",28010,28,1992,4,86.3000030517578,43.2999992370605,41.5
"1045",28010,28,1993,0.300000011920929,98.6999969482422,49.2999992370605,40.5
"1046",28010,28,1994,0.300000011920929,98.9000015258789,56.7000007629395,57.5999984741211
"1047",28010,28,1995,6.17999982833862,77.3000030517578,69,65.3000030517578
"1048",28010,28,1996,1.82000005245209,92.6999969482422,68.5,65.0999984741211
"1049",28010,28,1997,4.59999990463257,81.5999984741211,62,65
"1050",28010,28,1998,5.09999990463257,80.9000015258789,80,78
"1051",28035,28,1992,0,100,44.4000015258789,52.5999984741211
"1052",28035,28,1993,2,101.800003051758,29.6000003814697,21.6000003814697
"1053",28035,28,1994,0,100,40,28.6000003814697
"1054",28035,28,1995,3.5699999332428,87.0999984741211,53.2999992370605,52.9000015258789
"1055",28035,28,1996,0.870000004768372,97.9000015258789,38.7000007629395,40.7000007629395
"1056",28035,28,1997,1.70000004768372,91.5999984741211,36,40
"1057",28035,28,1998,4.30000019073486,84.6999969482422,44,68
"1058",28090,28,1992,1.10000002384186,96.1999969482422,31.7000007629395,34.2999992370605
"1059",28090,28,1993,5.69999980926514,81.9000015258789,41.0999984741211,21.3999996185303
"1060",28090,28,1994,4,84.6999969482422,54.0999984741211,37.7999992370605
"1061",28090,28,1995,2.40000009536743,89.9000015258789,67.9000015258789,43.4000015258789
"1062",28090,28,1996,0.300000011920929,95.5,72,63.2999992370605
"1063",28090,28,1997,6.5,74,72,53
"1064",28090,28,1998,2.5,88.5999984741211,96,74
"1065",29000,29,1992,2.09999990463257,91.6999969482422,35.5999984741211,33.2999992370605
"1066",29000,29,1993,NA,NA,42.5,33.2999992370605
"1067",29000,29,1994,0,NA,46.4000015258789,42.0999984741211
"1068",29000,29,1995,0,NA,64.0999984741211,46.7999992370605
"1069",29000,29,1996,6.84999990463257,75.8000030517578,61.7999992370605,59.9000015258789
"1070",29000,29,1997,4,84.8000030517578,62,51
"1071",29000,29,1998,NA,NA,73,65
"1072",29010,29,1992,2.20000004768372,91.5,43.9000015258789,29.6000003814697
"1073",29010,29,1993,4.09999990463257,84.5,50,33.7000007629395
"1074",29010,29,1994,7.90000009536743,74.1999969482422,64.4000015258789,38.7999992370605
"1075",29010,29,1995,10.6499996185303,65.9000015258789,76,50
"1076",29010,29,1996,0,NA,66,64.0999984741211
"1077",29010,29,1997,1.89999997615814,93,72,52
"1078",29010,29,1998,3.29999995231628,88.1999969482422,78,77
"1079",29020,29,1992,2.90000009536743,90.0999984741211,31,45.2000007629395
"1080",29020,29,1993,2.29999995231628,93,40,27
"1081",29020,29,1994,12.8999996185303,60.2999992370605,18.5,37.5
"1082",29020,29,1995,9.48999977111816,66.5,40,44.7999992370605
"1083",29020,29,1996,5.13000011444092,79.5999984741211,57.0999984741211,62.5
"1084",29020,29,1997,6.69999980926514,75.8000030517578,61,52
"1085",29020,29,1998,4.59999990463257,83.6999969482422,76,56
"1086",29040,29,1992,4.80000019073486,81.9000015258789,39.7999992370605,38.0999984741211
"1087",29040,29,1993,2.70000004768372,91.4000015258789,30.2999992370605,34.5
"1088",29040,29,1994,0.300000011920929,99,53.4000015258789,20
"1089",29040,29,1995,3.49000000953674,87.6999969482422,62,37.5999984741211
"1090",29040,29,1996,9.10999965667725,68.1999969482422,72.0999984741211,44.5999984741211
"1091",29040,29,1997,2.09999990463257,91.9000015258789,55,59
"1092",29040,29,1998,5.30000019073486,80.8000030517578,70,61
"1093",29050,29,1992,1.10000002384186,95.8000030517578,31.7999992370605,32.2000007629395
"1094",29050,29,1993,0.699999988079071,97.3000030517578,41.5,26.3999996185303
"1095",29050,29,1994,0.400000005960464,98.5,45.2000007629395,40.2999992370605
"1096",29050,29,1995,2.54999995231628,88.8000030517578,65,46.7000007629395
"1097",29050,29,1996,0,100.900001525879,60.4000015258789,44.7999992370605
"1098",29050,29,1997,1.20000004768372,95.6999969482422,53,40
"1099",29050,29,1998,0.800000011920929,96.3000030517578,74,70
"1100",29060,29,1992,0.5,98.0999984741211,41.2000007629395,34.2999992370605
"1101",29060,29,1993,0.200000002980232,99,47.0999984741211,36
"1102",29060,29,1994,1.60000002384186,93.5999984741211,54.9000015258789,48.2999992370605
"1103",29060,29,1995,1.54999995231628,95.8000030517578,54.2000007629395,47.2999992370605
"1104",29060,29,1996,17.9699993133545,49.4000015258789,52.9000015258789,52
"1105",29060,29,1997,1.5,94.0999984741211,55,43
"1106",29060,29,1998,3.5,87.6999969482422,70,65
"1107",29100,29,1992,0,100,30.6000003814697,36.2000007629395
"1108",29100,29,1993,2.70000004768372,88.8000030517578,26.7999992370605,33.7000007629395
"1109",29100,29,1994,2.70000004768372,89,40.4000015258789,72.1999969482422
"1110",29100,29,1995,8.89999961853027,71.3000030517578,62.7999992370605,45
"1111",29100,29,1996,0,NA,60.9000015258789,58.7999992370605
"1112",29100,29,1997,9.89999961853027,64.9000015258789,61,47
"1113",29100,29,1998,4.09999990463257,84.9000015258789,79,50
"1114",30010,30,1992,0,99.6999969482422,24.5,25
"1115",30010,30,1993,14.6000003814697,54.7999992370605,41.7000007629395,30.2999992370605
"1116",30010,30,1994,3.59999990463257,86.5999984741211,48.2999992370605,24.5
"1117",30010,30,1995,1.87000000476837,93,67.6999969482422,39.2000007629395
"1118",30010,30,1996,3.82999992370605,84.5,51.2000007629395,47.7000007629395
"1119",30010,30,1997,7.5,71.4000015258789,48,43
"1120",30010,30,1998,6.69999980926514,75.1999969482422,76,73
"1121",30020,30,1992,4.40000009536743,82.9000015258789,26.8999996185303,27.7999992370605
"1122",30020,30,1993,8.39999961853027,70.4000015258789,38.5,17.6000003814697
"1123",30020,30,1994,6.90000009536743,74.8000030517578,37.2000007629395,28.7000007629395
"1124",30020,30,1995,10.8299999237061,63.4000015258789,52.5,32.9000015258789
"1125",30020,30,1996,24.4599990844727,32.2999992370605,56.2999992370605,50
"1126",30020,30,1997,13.8000001907349,54.5999984741211,49,47
"1127",30020,30,1998,7,71.8000030517578,78,61
"1128",30030,30,1992,7.40000009536743,71.1999969482422,23.7999992370605,20.3999996185303
"1129",30030,30,1993,3,89,37.5,40.9000015258789
"1130",30030,30,1994,3.79999995231628,86.0999984741211,33.7999992370605,42.4000015258789
"1131",30030,30,1995,2.5699999332428,91,61.4000015258789,43.2000007629395
"1132",30030,30,1996,0,NA,35.7000007629395,50
"1133",30030,30,1997,7.30000019073486,74.9000015258789,41,39
"1134",30030,30,1998,3.29999995231628,86.5,53,45
"1135",30040,30,1992,2.59999990463257,89.5999984741211,23.2999992370605,35.0999984741211
"1136",30040,30,1993,3.5,91.5999984741211,12.5,34.7999992370605
"1137",30040,30,1994,1.20000004768372,95.4000015258789,28.6000003814697,43.5999984741211
"1138",30040,30,1995,-1.08000004291534,103.300003051758,32.7000007629395,27.2999992370605
"1139",30040,30,1996,0.509999990463257,98.6999969482422,36.5999984741211,27.2999992370605
"1140",30040,30,1997,2.59999990463257,89.4000015258789,47,32
"1141",30040,30,1998,4.90000009536743,82,49,53
"1142",30050,30,1992,11.1999998092651,62.2000007629395,17.6000003814697,14.3000001907349
"1143",30050,30,1993,4.5,86.0999984741211,29.7999992370605,21.1000003814697
"1144",30050,30,1994,0,100,25.5,27.1000003814697
"1145",30050,30,1995,14.0500001907349,52.7000007629395,41.7000007629395,30.6000003814697
"1146",30050,30,1996,0,102.599998474121,43.2000007629395,54.7999992370605
"1147",30050,30,1997,5.09999990463257,80.5999984741211,40,30
"1148",30050,30,1998,1.60000002384186,92.5,43,67
"1149",30060,30,1992,1.39999997615814,95.5999984741211,17.5,23.8999996185303
"1150",30060,30,1993,2.79999995231628,86.8000030517578,36.7999992370605,26.2000007629395
"1151",30060,30,1994,7.80000019073486,71.8000030517578,50,29.7999992370605
"1152",30060,30,1995,8.69999980926514,69.0999984741211,47.5999984741211,38.0999984741211
"1153",30060,30,1996,2.48000001907349,90.3000030517578,64.3000030517578,48.2000007629395
"1154",30060,30,1997,5.80000019073486,79.4000015258789,47,45
"1155",30060,30,1998,6.09999990463257,76.8000030517578,75,61
"1156",30070,30,1992,3,89.8000030517578,31.2999992370605,22.2000007629395
"1157",30070,30,1993,1.20000004768372,99.5999984741211,23.1000003814697,33
"1158",30070,30,1994,3.70000004768372,86.1999969482422,27.6000003814697,26.7999992370605
"1159",30070,30,1995,5.65000009536743,80.8000030517578,49.4000015258789,42.7000007629395
"1160",30070,30,1996,-0.409999996423721,102.400001525879,36.7000007629395,26.1000003814697
"1161",30070,30,1997,9.60000038146973,67.6999969482422,35,39
"1162",30070,30,1998,7.80000019073486,73.1999969482422,63,42
"1163",30080,30,1992,7.59999990463257,72.4000015258789,8.30000019073486,23.3999996185303
"1164",30080,30,1993,5.40000009536743,81.5,12.5,17.3999996185303
"1165",30080,30,1994,12,61.5999984741211,69.1999969482422,43.7999992370605
"1166",30080,30,1995,0.680000007152557,95.4000015258789,57.7000007629395,37.5
"1167",30080,30,1996,0.75,96.8000030517578,48.5999984741211,39.2999992370605
"1168",30080,30,1997,6.59999990463257,78.0999984741211,49,24
"1169",30080,30,1998,5.19999980926514,80,62,50
"1170",31010,31,1992,2.79999995231628,88.5999984741211,54.0999984741211,54.0999984741211
"1171",31010,31,1993,6.40000009536743,77.5,63.2999992370605,47.5
"1172",31010,31,1994,5.69999980926514,78.6999969482422,57.2999992370605,61.4000015258789
"1173",31010,31,1995,3.70000004768372,85.0999984741211,62.9000015258789,60.5
"1174",31010,31,1996,-1.37999999523163,105.199996948242,66.6999969482422,63.2999992370605
"1175",31010,31,1997,4.80000019073486,83.0999984741211,80,61
"1176",31010,31,1998,6,75.1999969482422,87,72
"1177",31020,31,1992,1.39999997615814,94.6999969482422,37.5,36.0999984741211
"1178",31020,31,1993,0.800000011920929,96.5999984741211,25.6000003814697,60.5
"1179",31020,31,1994,0.699999988079071,96.4000015258789,31.1000003814697,42.9000015258789
"1180",31020,31,1995,0.629999995231628,97.4000015258789,71.4000015258789,52.7999992370605
"1181",31020,31,1996,4.65000009536743,84.4000015258789,67.4000015258789,41.7000007629395
"1182",31020,31,1997,1.79999995231628,92.8000030517578,48,56
"1183",31020,31,1998,0,100,64,63
"1184",31030,31,1992,3.90000009536743,85.4000015258789,48.4000015258789,48.4000015258789
"1185",31030,31,1993,4.30000019073486,83.8000030517578,58.4000015258789,50.9000015258789
"1186",31030,31,1994,3.5,86.3000030517578,60.7999992370605,49.5999984741211
"1187",31030,31,1995,2.75,89.4000015258789,59.7999992370605,59.4000015258789
"1188",31030,31,1996,1.99000000953674,92.1999969482422,59.9000015258789,66.4000015258789
"1189",31030,31,1997,2.40000009536743,89.6999969482422,65,56
"1190",31030,31,1998,5.80000019073486,78.5,69,53
"1191",31050,31,1992,2.09999990463257,88.1999969482422,55.5999984741211,58.5999984741211
"1192",31050,31,1993,0,NA,48,57.0999984741211
"1193",31050,31,1994,8.39999961853027,71,52.2000007629395,34.7999992370605
"1194",31050,31,1995,7.63000011444092,71.9000015258789,69.5999984741211,36.7999992370605
"1195",31050,31,1996,6.48000001907349,78.6999969482422,76.6999969482422,50
"1196",31050,31,1997,10,65.4000015258789,63,56
"1197",31050,31,1998,8.60000038146973,70,57,50
"1198",31100,31,1992,0,100,51.5999984741211,29.6000003814697
"1199",31100,31,1993,0,100,29.3999996185303,68
"1200",31100,31,1994,0,100,32.2999992370605,50
"1201",31100,31,1995,2.44000005722046,91.6999969482422,42.9000015258789,65.5
"1202",31100,31,1996,1.25,95.1999969482422,37.5,50
"1203",31100,31,1997,4.40000009536743,83.0999984741211,67,56
"1204",31100,31,1998,1.20000004768372,95.5999984741211,95,48
"1205",31110,31,1992,0.5,98.0999984741211,61.5,46.2999992370605
"1206",31110,31,1993,0.5,97.6999969482422,54.5,48.7999992370605
"1207",31110,31,1994,3.20000004768372,87.5,66.6999969482422,67.5
"1208",31110,31,1995,0.469999998807907,98.1999969482422,68.8000030517578,65.5
"1209",31110,31,1996,-1.61000001430511,106.5,74.6999969482422,64.4000015258789
"1210",31110,31,1997,0.800000011920929,96.3000030517578,67,80
"1211",31110,31,1998,1,95.5,83,79
"1212",31130,31,1992,7,74.3000030517578,31.3999996185303,43.9000015258789
"1213",31130,31,1993,2.5,89.9000015258789,23.6000003814697,27.5
"1214",31130,31,1994,2,91,59.2000007629395,43.5999984741211
"1215",31130,31,1995,1.00999999046326,93.5999984741211,50,76
"1216",31130,31,1996,-4.32000017166138,125.199996948242,62.7999992370605,56.2999992370605
"1217",31130,31,1997,6.30000019073486,77.5999984741211,28,62
"1218",31130,31,1998,2.59999990463257,89.5,89,71
"1219",31140,31,1992,NA,NA,32,17.3999996185303
"1220",31140,31,1993,NA,NA,47.5999984741211,30
"1221",31140,31,1994,0,NA,52.9000015258789,41.7000007629395
"1222",31140,31,1995,0,NA,60.9000015258789,44
"1223",31140,31,1996,0,NA,82.4000015258789,80
"1224",31140,31,1997,NA,NA,71,79
"1225",31140,31,1998,NA,NA,94,82
"1226",32010,32,1992,1.60000002384186,94.5999984741211,50.4000015258789,64.8000030517578
"1227",32010,32,1993,1.29999995231628,95,37.2000007629395,50.7999992370605
"1228",32010,32,1994,1.5,94.5999984741211,58.2999992370605,57.5
"1229",32010,32,1995,3.41000008583069,86.9000015258789,74.5,59.7000007629395
"1230",32010,32,1996,-3.24000000953674,113.300003051758,76,63.4000015258789
"1231",32010,32,1997,4.40000009536743,84.0999984741211,70,75
"1232",32010,32,1998,2.90000009536743,88.8000030517578,89,87
"1233",32030,32,1992,0,100,23.1000003814697,37.5
"1234",32030,32,1993,1.10000002384186,95.5,37,52.5999984741211
"1235",32030,32,1994,0,100,73.6999969482422,50
"1236",32030,32,1995,0,100,52.2000007629395,46.2000007629395
"1237",32030,32,1996,1.13999998569489,95.8000030517578,63.2000007629395,77.8000030517578
"1238",32030,32,1997,2.40000009536743,88.1999969482422,79,83
"1239",32030,32,1998,4.69999980926514,83.3000030517578,72,88
"1240",32050,32,1992,1.39999997615814,94.3000030517578,39.5999984741211,42.5999984741211
"1241",32050,32,1993,2.09999990463257,91,48.0999984741211,54.0999984741211
"1242",32050,32,1994,3.70000004768372,85.4000015258789,39.5999984741211,50.5
"1243",32050,32,1995,3.92000007629395,84.8000030517578,69,48.0999984741211
"1244",32050,32,1996,4.1100001335144,84.6999969482422,57.0999984741211,67.8000030517578
"1245",32050,32,1997,2.40000009536743,90.5,76,55
"1246",32050,32,1998,2.40000009536743,90.6999969482422,89,79
"1247",32060,32,1992,0,100,33.2999992370605,30.6000003814697
"1248",32060,32,1993,0.600000023841858,97.5999984741211,40.9000015258789,44.9000015258789
"1249",32060,32,1994,0.600000023841858,97.9000015258789,48.0999984741211,41.7000007629395
"1250",32060,32,1995,1.32000005245209,95.0999984741211,45.7000007629395,48.0999984741211
"1251",32060,32,1996,1.30999994277954,95.4000015258789,78.6999969482422,47.0999984741211
"1252",32060,32,1997,2.09999990463257,90.5,62,52
"1253",32060,32,1998,2.20000004768372,90.8000030517578,72,70
"1254",32080,32,1992,0,101,52.4000015258789,28.6000003814697
"1255",32080,32,1993,0,98.4000015258789,60.7999992370605,29.2000007629395
"1256",32080,32,1994,3,88.9000015258789,71.6999969482422,40.5
"1257",32080,32,1995,2.19000005722046,91,70,30.6000003814697
"1258",32080,32,1996,0,101.699996948242,80,37.7000007629395
"1259",32080,32,1997,6.80000019073486,74.4000015258789,92,61
"1260",32080,32,1998,9,67.8000030517578,75,86
"1261",32090,32,1992,1,96.6999969482422,52.4000015258789,37.5
"1262",32090,32,1993,0,100,68,19
"1263",32090,32,1994,1.20000004768372,95.6999969482422,65.4000015258789,42.9000015258789
"1264",32090,32,1995,0,100,66.6999969482422,51.7000007629395
"1265",32090,32,1996,2.34999990463257,90.1999969482422,62.5,64
"1266",32090,32,1997,1,96,62,42
"1267",32090,32,1998,6.69999980926514,76.4000015258789,73,32
"1268",32130,32,1992,0,100,33.2999992370605,33.2999992370605
"1269",32130,32,1993,0,100,54.5,60
"1270",32130,32,1994,0,100,37.5,50
"1271",32130,32,1995,0,100,31.2999992370605,100
"1272",32130,32,1996,1.45000004768372,94.0999984741211,66.6999969482422,72.6999969482422
"1273",32130,32,1997,1.5,91.5999984741211,43,44
"1274",32130,32,1998,0,100,50,39
"1275",32170,32,1992,3,88.6999969482422,51.7000007629395,45.7999992370605
"1276",32170,32,1993,3.70000004768372,86.4000015258789,41,41.7000007629395
"1277",32170,32,1994,3.29999995231628,87.9000015258789,60.2999992370605,52.4000015258789
"1278",32170,32,1995,1.96000003814697,93.1999969482422,68.1999969482422,76.6999969482422
"1279",32170,32,1996,1.1599999666214,95.3000030517578,61.7999992370605,73.4000015258789
"1280",32170,32,1997,3.5,85.8000030517578,55,58
"1281",32170,32,1998,6.69999980926514,77.6999969482422,79,65
"1282",33010,33,1992,2.29999995231628,91.5,59.0999984741211,61.2000007629395
"1283",33010,33,1993,3.59999990463257,86.4000015258789,65.3000030517578,61.5
"1284",33010,33,1994,3.59999990463257,85.5,69.0999984741211,64
"1285",33010,33,1995,4.01999998092651,84.4000015258789,70.8000030517578,77
"1286",33010,33,1996,1.70000004768372,94,76.0999984741211,75.1999969482422
"1287",33010,33,1997,1.60000002384186,93.5999984741211,66,67
"1288",33010,33,1998,5.59999990463257,78.4000015258789,87,81
"1289",33020,33,1992,8,74,27.5,25.2000007629395
"1290",33020,33,1993,9.60000038146973,69.1999969482422,31.8999996185303,24.3999996185303
"1291",33020,33,1994,6.40000009536743,77.1999969482422,31.5,22.8999996185303
"1292",33020,33,1995,6.25,81.6999969482422,40.7000007629395,29.1000003814697
"1293",33020,33,1996,7.53999996185303,68.4000015258789,40.5999984741211,34.0999984741211
"1294",33020,33,1997,9.89999961853027,75.5999984741211,40,31
"1295",33020,33,1998,23.7999992370605,36.2999992370605,60,42
"1296",33040,33,1992,0.899999976158142,96.5999984741211,48.5,56.0999984741211
"1297",33040,33,1993,2.79999995231628,88.5,46.5,48.5999984741211
"1298",33040,33,1994,7.19999980926514,72.6999969482422,50,52.7999992370605
"1299",33040,33,1995,5.55999994277954,80.0999984741211,82.4000015258789,69.8000030517578
"1300",33040,33,1996,5.71999979019165,82.0999984741211,68.0999984741211,69.0999984741211
"1301",33040,33,1997,3.59999990463257,87,74,70
"1302",33040,33,1998,3.29999995231628,86.8000030517578,83,70
"1303",33060,33,1992,0.300000011920929,98.5,57.7000007629395,46.2000007629395
"1304",33060,33,1993,1.29999995231628,94.6999969482422,61.9000015258789,53.2000007629395
"1305",33060,33,1994,1.70000004768372,92.9000015258789,63.5,67.4000015258789
"1306",33060,33,1995,1.21000003814697,95,72.8000030517578,78.1999969482422
"1307",33060,33,1996,0.860000014305115,96.3000030517578,81,75.4000015258789
"1308",33060,33,1997,0.400000005960464,98.4000015258789,79,67
"1309",33060,33,1998,0,100,84,84
"1310",33070,33,1992,0.5,98.8000030517578,32.2000007629395,32.7000007629395
"1311",33070,33,1993,1.29999995231628,94.9000015258789,44.2000007629395,41.5999984741211
"1312",33070,33,1994,1.5,94,43.9000015258789,55.0999984741211
"1313",33070,33,1995,2.36999988555908,90.3000030517578,54.7999992370605,55.0999984741211
"1314",33070,33,1996,2.53999996185303,90,58.5999984741211,78.5
"1315",33070,33,1997,4.30000019073486,82.6999969482422,61,72
"1316",33070,33,1998,3.5,86.1999969482422,70,73
"1317",33100,33,1992,7.5,74,26.6000003814697,27.8999996185303
"1318",33100,33,1993,6.30000019073486,77.1999969482422,34.2000007629395,36.7000007629395
"1319",33100,33,1994,11.8000001907349,60.2999992370605,36.0999984741211,19.2000007629395
"1320",33100,33,1995,7.69000005722046,73.8000030517578,37.4000015258789,31.8999996185303
"1321",33100,33,1996,11.1400003433228,62.5,38.9000015258789,36.9000015258789
"1322",33100,33,1997,6.90000009536743,75,27,40
"1323",33100,33,1998,7.09999990463257,74.0999984741211,45,54
"1324",33130,33,1992,3.29999995231628,87.5999984741211,56.2000007629395,55.5
"1325",33130,33,1993,5,81.9000015258789,58.5,55.2999992370605
"1326",33130,33,1994,6.19999980926514,78.1999969482422,75.0999984741211,66
"1327",33130,33,1995,4.75,83,85.5999984741211,70.4000015258789
"1328",33130,33,1996,4.25,84.8000030517578,88.8000030517578,73.5999984741211
"1329",33130,33,1997,4.59999990463257,82.4000015258789,75,69
"1330",33130,33,1998,5.59999990463257,78.9000015258789,87,82
"1331",33170,33,1992,0.400000005960464,98.5,50.9000015258789,70.5
"1332",33170,33,1993,0.5,98.4000015258789,62.5,63.7999992370605
"1333",33170,33,1994,4.09999990463257,84.4000015258789,69,67.1999969482422
"1334",33170,33,1995,4.96999979019165,80.5999984741211,70.0999984741211,78.6999969482422
"1335",33170,33,1996,5.73000001907349,79.9000015258789,80.1999969482422,77.3000030517578
"1336",33170,33,1997,3.09999990463257,87.1999969482422,76,71
"1337",33170,33,1998,2.70000004768372,89.4000015258789,90,87
"1338",33215,33,1992,7.40000009536743,74.5,39.5999984741211,38.2000007629395
"1339",33215,33,1993,3.29999995231628,92.4000015258789,59.2999992370605,52.4000015258789
"1340",33215,33,1994,2.59999990463257,89.5999984741211,70,66.3000030517578
"1341",33215,33,1995,1.48000001907349,93.6999969482422,73.6999969482422,64.5999984741211
"1342",33215,33,1996,1.87000000476837,92.5999984741211,83.3000030517578,76.5
"1343",33215,33,1997,4.19999980926514,84.6999969482422,73,63
"1344",33215,33,1998,4.69999980926514,82.0999984741211,77,73
"1345",33220,33,1992,5.59999990463257,79.4000015258789,46.9000015258789,26.1000003814697
"1346",33220,33,1993,0.899999976158142,95.8000030517578,48.5,44.9000015258789
"1347",33220,33,1994,4.5,82.5,65,28.6000003814697
"1348",33220,33,1995,1.63999998569489,92,63.2999992370605,62
"1349",33220,33,1996,0,NA,53.7999992370605,58.2000007629395
"1350",33220,33,1997,8.69999980926514,69.6999969482422,57,49
"1351",33220,33,1998,9.69999980926514,67.1999969482422,58,45
"1352",33230,33,1992,3.20000004768372,88,50.7999992370605,48.5
"1353",33230,33,1993,5.30000019073486,81.0999984741211,68.0999984741211,49.2000007629395
"1354",33230,33,1994,3.29999995231628,87.9000015258789,64.8000030517578,66.0999984741211
"1355",33230,33,1995,4.11999988555908,84.3000030517578,69.6999969482422,60.5
"1356",33230,33,1996,4.13000011444092,84.3000030517578,60.7999992370605,64.8000030517578
"1357",33230,33,1997,3.20000004768372,87.0999984741211,81,57
"1358",33230,33,1998,2.59999990463257,88.9000015258789,84,71
"1359",34010,34,1992,6.19999980926514,76.5999984741211,37,34.7999992370605
"1360",34010,34,1993,-1.20000004768372,105.300003051758,48,39.7999992370605
"1361",34010,34,1994,4.69999980926514,80.5,51.9000015258789,40.2999992370605
"1362",34010,34,1995,4.40999984741211,80.5999984741211,62.7999992370605,49.5999984741211
"1363",34010,34,1996,9.77999973297119,64.6999969482422,83.0999984741211,68
"1364",34010,34,1997,4.09999990463257,81.4000015258789,78,61
"1365",34010,34,1998,3.79999995231628,85.4000015258789,86,68
"1366",34040,34,1992,NA,NA,12,20
"1367",34040,34,1993,NA,NA,42.9000015258789,18.7999992370605
"1368",34040,34,1994,0,NA,28.6000003814697,20
"1369",34040,34,1995,0,NA,56.2999992370605,33.2999992370605
"1370",34040,34,1996,0,NA,53.5999984741211,33.2999992370605
"1371",34040,34,1997,NA,NA,33,62
"1372",34040,34,1998,NA,NA,40,63
"1373",34080,34,1992,6,78.5,29.5,37.5999984741211
"1374",34080,34,1993,8,71.3000030517578,36.2000007629395,34.5
"1375",34080,34,1994,11.3000001907349,60.0999984741211,47.7000007629395,30.7999992370605
"1376",34080,34,1995,10.8900003433228,61,42.4000015258789,38.7999992370605
"1377",34080,34,1996,8.97000026702881,67.5,46.7000007629395,37.2999992370605
"1378",34080,34,1997,7.69999980926514,71.6999969482422,41,36
"1379",34080,34,1998,8,69.8000030517578,63,49
"1380",34090,34,1992,2.90000009536743,89.0999984741211,47.7000007629395,47.4000015258789
"1381",34090,34,1993,1.70000004768372,93.6999969482422,56,50.5
"1382",34090,34,1994,4.59999990463257,82.0999984741211,67.8000030517578,57.7999992370605
"1383",34090,34,1995,7.6399998664856,72.1999969482422,66.5,54.7999992370605
"1384",34090,34,1996,5.05000019073486,81.3000030517578,70.4000015258789,60.2999992370605
"1385",34090,34,1997,1.79999995231628,92.5999984741211,65,60
"1386",34090,34,1998,0.699999988079071,97,81,66
"1387",34110,34,1992,5.40000009536743,80.1999969482422,58.4000015258789,44.4000015258789
"1388",34110,34,1993,0.800000011920929,96.5,63.5,56.7000007629395
"1389",34110,34,1994,1,96.0999984741211,58.9000015258789,63.2999992370605
"1390",34110,34,1995,7.32000017166138,72.5,75.8000030517578,68.1999969482422
"1391",34110,34,1996,-3.16000008583069,117.099998474121,82.3000030517578,78.8000030517578
"1392",34110,34,1997,0.300000011920929,98.5999984741211,71,75
"1393",34110,34,1998,1.29999995231628,94.4000015258789,80,83
"1394",34120,34,1992,3.40000009536743,84.8000030517578,35.5,42
"1395",34120,34,1993,3.90000009536743,85.1999969482422,35.9000015258789,53.2999992370605
"1396",34120,34,1994,3.90000009536743,84,36.5999984741211,53.2999992370605
"1397",34120,34,1995,4.28999996185303,84,59.4000015258789,55.7000007629395
"1398",34120,34,1996,0.649999976158142,98.0999984741211,47.9000015258789,60
"1399",34120,34,1997,5.5,76.5999984741211,54,56
